Lineage	GeneID	Loss_category
Homo_sapiens	gene18025	genomic_loss
Homo_sapiens	gene5001	genomic_loss
Homo_sapiens	gene34426	genomic_loss
Homo_sapiens	gene23648	pseudogene
Homo_sapiens	gene17410	pseudogene
Homo_sapiens	gene22269	pseudogene
Homo_sapiens	ENSGGOG00000043346_749_P	genomic_loss
Homo_sapiens	gene_LOC100935961	pseudogene
Homo_sapiens	ENSGGOG00000037355_805_P	pseudogene
Homo_sapiens	gene31068	genomic_loss
Homo_sapiens	gene24633	pseudogene
Homo_sapiens	gene25720	genomic_loss
Homo_sapiens	gene27561	genomic_loss
Homo_sapiens	ENSGGOG00000014758_6514_M	pseudogene
Homo_sapiens	gene_LOC100458508	pseudogene
Homo_sapiens	ENSGGOG00000007480_2947_M	pseudogene
Homo_sapiens	gene10639	pseudogene
Homo_sapiens	ENSNLEG00000028878	pseudogene
Homo_sapiens	gene18455	pseudogene
Homo_sapiens	gene40202	genomic_loss
Homo_sapiens	gene22445	pseudogene
Homo_sapiens	gene16022	pseudogene
Homo_sapiens	gene2194	pseudogene
Homo_sapiens	ENSGGOG00000026272_4278_P	pseudogene
Homo_sapiens	gene15545	genomic_loss
Homo_sapiens	gene20319	pseudogene
Homo_sapiens	gene31814	genomic_loss
Homo_sapiens	gene5881	pseudogene
Homo_sapiens	ENSNLEG00000032942	pseudogene
Homo_sapiens	gene20431	pseudogene
Homo_sapiens	ENSMMUG00000046178	genomic_loss
Homo_sapiens	gene12225	pseudogene
Homo_sapiens	ENSNLEG00000027234	genomic_loss
Homo_sapiens	ENSMMUG00000048217	pseudogene
Homo_sapiens	gene21309	pseudogene
Homo_sapiens	gene34199	pseudogene
Homo_sapiens	ENSGGOG00000027564_2914_M	genomic_loss
Homo_sapiens	gene33123	pseudogene
Homo_sapiens	gene30541	pseudogene
Homo_sapiens	gene19964	pseudogene
Homo_sapiens	ENSGGOG00000040748_8216_P	pseudogene
Homo_sapiens	ENSGGOG00000000535_4358_M	pseudogene
Homo_sapiens	gene21505	genomic_loss
Homo_sapiens	gene30837	pseudogene
Homo_sapiens	gene26744	genomic_loss
Homo_sapiens	gene23568	pseudogene
Homo_sapiens	gene21629	pseudogene
Homo_sapiens	gene17852	genomic_loss
Homo_sapiens	gene30352	genomic_loss
Homo_sapiens	gene_LOC103891799	genomic_loss
Homo_sapiens	ENSG00000186838_13736_M	genomic_loss
Homo_sapiens	gene2655	pseudogene
Homo_sapiens	gene36321	pseudogene
Homo_sapiens	ENSNLEG00000005053	genomic_loss
Homo_sapiens	gene18195	pseudogene
Homo_sapiens	gene35580	pseudogene
Homo_sapiens	gene22395	pseudogene
Homo_sapiens	gene37563	pseudogene
Homo_sapiens	gene23951	pseudogene
Homo_sapiens	gene27230	pseudogene
Homo_sapiens	gene40482	genomic_loss
Homo_sapiens	gene40110	genomic_loss
Homo_sapiens	gene10670	genomic_loss
Homo_sapiens	gene31225	genomic_loss
Homo_sapiens	gene3781	pseudogene
Homo_sapiens	ENSNLEG00000033981	pseudogene
Homo_sapiens	gene15873	genomic_loss
Homo_sapiens	gene22988	pseudogene
Homo_sapiens	gene16684	pseudogene
Homo_sapiens	gene32782	pseudogene
Homo_sapiens	gene40562	genomic_loss
Homo_sapiens	gene6447	pseudogene
Homo_sapiens	gene35291	pseudogene
Homo_sapiens	gene26620	pseudogene
Homo_sapiens	gene23262	pseudogene
Homo_sapiens	gene27829	genomic_loss
Homo_sapiens	gene20346	genomic_loss
Homo_sapiens	gene30785	pseudogene
Homo_sapiens	ENSMMUG00000041295	pseudogene
Homo_sapiens	ENSNLEG00000034232	pseudogene
Homo_sapiens	gene11553	pseudogene
Homo_sapiens	gene11711	pseudogene
Homo_sapiens	ENSGGOG00000023046_14430_M	pseudogene
Homo_sapiens	gene828	genomic_loss
Homo_sapiens	gene_LOC103892610	pseudogene
Homo_sapiens	ENSNLEG00000004065	genomic_loss
Homo_sapiens	gene13802	genomic_loss
Homo_sapiens	gene22346	pseudogene
Homo_sapiens	gene40850	pseudogene
Homo_sapiens	ENSGGOG00000024714_18424_P	pseudogene
Homo_sapiens	gene19785	genomic_loss
Homo_sapiens	ENSNLEG00000007630	genomic_loss
Homo_sapiens	gene1774	pseudogene
Homo_sapiens	gene31841	genomic_loss
Homo_sapiens	gene28011	pseudogene
Homo_sapiens	gene5310	genomic_loss
Homo_sapiens	gene9996	pseudogene
Homo_sapiens	gene10602	pseudogene
Homo_sapiens	gene40735	genomic_loss
Homo_sapiens	gene_LOC100449613	pseudogene
Homo_sapiens	ENSMMUG00000044779	pseudogene
Homo_sapiens	ENSMMUG00000047829	genomic_loss
Homo_sapiens	gene940	pseudogene
Homo_sapiens	gene29882	genomic_loss
Homo_sapiens	gene36904	pseudogene
Homo_sapiens	gene37559	pseudogene
Homo_sapiens	gene38154	genomic_loss
Homo_sapiens	gene_LOC100448479	pseudogene
Homo_sapiens	gene7605	pseudogene
Homo_sapiens	gene20521	pseudogene
Homo_sapiens	ENSMMUG00000043894	genomic_loss
Homo_sapiens	gene18818	pseudogene
Homo_sapiens	ENSGGOG00000027762_1428_P	pseudogene
Homo_sapiens	gene36631	pseudogene
Homo_sapiens	gene33539	pseudogene
Homo_sapiens	gene12406	pseudogene
Homo_sapiens	gene4280	pseudogene
Homo_sapiens	gene13481	pseudogene
Homo_sapiens	gene31283	pseudogene
Homo_sapiens	gene29817	genomic_loss
Homo_sapiens	gene16824	pseudogene
Homo_sapiens	gene17932	pseudogene
Homo_sapiens	gene33976	pseudogene
Homo_sapiens	ENSGGOG00000023051_11053_M	pseudogene
Homo_sapiens	gene40050	genomic_loss
Homo_sapiens	gene37184	pseudogene
Homo_sapiens	gene39758	genomic_loss
Homo_sapiens	ENSGGOG00000028193_6143_M	pseudogene
Homo_sapiens	gene35102	pseudogene
Homo_sapiens	gene18090	genomic_loss
Homo_sapiens	gene22364	pseudogene
Homo_sapiens	gene35914	pseudogene
Homo_sapiens	gene24467	pseudogene
Homo_sapiens	ENSNLEG00000028250	pseudogene
Homo_sapiens	ENSNLEG00000034031	pseudogene
Homo_sapiens	ENSGGOG00000043632_5695_P	pseudogene
Homo_sapiens	gene28384	genomic_loss
Homo_sapiens	gene23777	genomic_loss
Homo_sapiens	gene29649	pseudogene
Homo_sapiens	gene16608	pseudogene
Homo_sapiens	gene22044	genomic_loss
Homo_sapiens	ENSNLEG00000018098	genomic_loss
Homo_sapiens	gene10672	pseudogene
Homo_sapiens	gene15668	genomic_loss
Homo_sapiens	gene7042	pseudogene
Homo_sapiens	gene20428	genomic_loss
Homo_sapiens	gene39104	pseudogene
Homo_sapiens	gene33840	pseudogene
Homo_sapiens	ENSNLEG00000035459	pseudogene
Homo_sapiens	gene40463	pseudogene
Homo_sapiens	gene2090	genomic_loss
Homo_sapiens	gene22266	pseudogene
Homo_sapiens	gene36474	pseudogene
Homo_sapiens	ENSGGOG00000037579_11361_P	genomic_loss
Homo_sapiens	gene4665	pseudogene
Homo_sapiens	gene39998	pseudogene
Homo_sapiens	gene36925	genomic_loss
Homo_sapiens	gene9009	pseudogene
Homo_sapiens	gene19860	pseudogene
Homo_sapiens	gene19776	pseudogene
Homo_sapiens	gene33390	pseudogene
Homo_sapiens	ENSNLEG00000029226	pseudogene
Homo_sapiens	gene3987	pseudogene
Homo_sapiens	gene8248	pseudogene
Homo_sapiens	gene11862	genomic_loss
Homo_sapiens	gene18915	pseudogene
Homo_sapiens	gene35454	pseudogene
Homo_sapiens	gene29891	pseudogene
Homo_sapiens	gene18615	genomic_loss
Homo_sapiens	gene27339	pseudogene
Homo_sapiens	ENSNLEG00000030679	genomic_loss
Homo_sapiens	ENSNLEG00000035828	genomic_loss
Homo_sapiens	gene32686	pseudogene
Homo_sapiens	gene5212	pseudogene
Homo_sapiens	gene21437	pseudogene
Homo_sapiens	gene20766	pseudogene
Homo_sapiens	gene9077	genomic_loss
Homo_sapiens	gene38366	pseudogene
Homo_sapiens	gene8875	pseudogene
Homo_sapiens	gene34152	genomic_loss
Homo_sapiens	gene31859	pseudogene
Homo_sapiens	gene23118	genomic_loss
Homo_sapiens	gene10600	genomic_loss
Homo_sapiens	gene37135	pseudogene
Homo_sapiens	ENSGGOG00000022263_4087_M	genomic_loss
Homo_sapiens	ENSNLEG00000027724	genomic_loss
Homo_sapiens	gene4584	pseudogene
Homo_sapiens	gene_LOC100434883	genomic_loss
Homo_sapiens	gene24511	pseudogene
Homo_sapiens	ENSNLEG00000027740	pseudogene
Homo_sapiens	gene40682	genomic_loss
Homo_sapiens	gene1997	genomic_loss
Homo_sapiens	gene21818	pseudogene
Homo_sapiens	gene21778	pseudogene
Homo_sapiens	gene8286	pseudogene
Homo_sapiens	gene40592	pseudogene
Homo_sapiens	gene29351	pseudogene
Homo_sapiens	gene12619	pseudogene
Homo_sapiens	ENSGGOG00000041499_17906_P	pseudogene
Homo_sapiens	gene10644	pseudogene
Homo_sapiens	gene33862	pseudogene
Homo_sapiens	gene11417	pseudogene
Homo_sapiens	gene21609	pseudogene
Pan_troglodytes	gene_LOC100457979	pseudogene
Pan_troglodytes	ENSG00000221813	pseudogene
Pan_troglodytes	gene_LOC100462255	pseudogene
Pan_troglodytes	ENSGGOG00000036643_21743_M	genomic_loss
Pan_troglodytes	ENSG00000258992	pseudogene
Pan_troglodytes	ENSMMUG00000022883	genomic_loss
Pan_troglodytes	ENSGGOG00000038634_9221_M	genomic_loss
Pan_troglodytes	gene_LOC112128518	genomic_loss
Pan_troglodytes	ENSGGOG00000039346_8566_M	genomic_loss
Pan_troglodytes	ENSG00000215784	genomic_loss
Pan_troglodytes	ENSG00000276966	genomic_loss
Pan_troglodytes	ENSG00000258453	genomic_loss
Pan_troglodytes	ENSNLEG00000028970	genomic_loss
Pan_troglodytes	ENSNLEG00000034552	pseudogene
Pan_troglodytes	ENSG00000182899	genomic_loss
Pan_troglodytes	ENSG00000177051	genomic_loss
Pan_troglodytes	ENSMMUG00000042551	pseudogene
Pan_troglodytes	ENSGGOG00000041106_4908_P	genomic_loss
Pan_troglodytes	ENSGGOG00000043698_18274_M	pseudogene
Pan_troglodytes	ENSGGOG00000043394_14524_P	pseudogene
Pan_troglodytes	ENSG00000277203	genomic_loss
Pan_troglodytes	ENSNLEG00000034152	genomic_loss
Pan_troglodytes	ENSG00000131899	genomic_loss
Pan_troglodytes	ENSNLEG00000033169	pseudogene
Pan_troglodytes	ENSNLEG00000027461	pseudogene
Pan_troglodytes	ENSG00000167633	genomic_loss
Pan_troglodytes	gene_LOC100442342	pseudogene
Pan_troglodytes	ENSGGOG00000037831_14421_M	pseudogene
Pan_troglodytes	ENSGGOG00000023163_20148_M	pseudogene
Pan_troglodytes	ENSG00000277400	pseudogene
Pan_troglodytes	ENSG00000274933	genomic_loss
Pan_troglodytes	ENSG00000187537	genomic_loss
Pan_troglodytes	ENSG00000171931	pseudogene
Pan_troglodytes	ENSGGOG00000027243_2604_M	pseudogene
Pan_troglodytes	ENSG00000179938	genomic_loss
Pan_troglodytes	ENSMMUG00000039387	pseudogene
Pan_troglodytes	ENSG00000243772	genomic_loss
Pan_troglodytes	ENSG00000171478	genomic_loss
Pan_troglodytes	ENSGGOG00000036179_12604_M	genomic_loss
Pan_troglodytes	ENSGGOG00000026627_11958_M	pseudogene
Pan_troglodytes	ENSG00000260300	pseudogene
Pan_troglodytes	ENSMMUG00000040918	genomic_loss
Pan_troglodytes	ENSGGOG00000038716_21494_P	pseudogene
Pan_troglodytes	ENSNLEG00000031363	genomic_loss
Pan_troglodytes	ENSG00000279169	genomic_loss
Pan_troglodytes	gene_LOC100444573	genomic_loss
Pan_troglodytes	ENSNLEG00000031173	pseudogene
Pan_troglodytes	ENSG00000284772	genomic_loss
Pan_troglodytes	ENSG00000204165	genomic_loss
Pan_troglodytes	ENSNLEG00000031604	pseudogene
Pan_troglodytes	ENSG00000184022	genomic_loss
Pan_troglodytes	ENSMMUG00000038259	genomic_loss
Pan_troglodytes	ENSG00000283809	genomic_loss
Pan_troglodytes	ENSGGOG00000023935_1750_M	pseudogene
Pan_troglodytes	ENSG00000108825	genomic_loss
Pan_troglodytes	gene_LOC112132403	pseudogene
Pan_troglodytes	ENSGGOG00000042265_17753_M	pseudogene
Pan_troglodytes	ENSG00000269466	genomic_loss
Pan_troglodytes	ENSG00000285253	pseudogene
Pan_troglodytes	ENSNLEG00000032492	genomic_loss
Pan_troglodytes	gene_LOC100436450	pseudogene
Pan_troglodytes	ENSG00000183793	pseudogene
Pan_troglodytes	gene_LOC100939437	pseudogene
Pan_troglodytes	gene_LOC100445801	pseudogene
Pan_troglodytes	ENSGGOG00000015105_20746_P	pseudogene
Pan_troglodytes	ENSMMUG00000038130	pseudogene
Pan_troglodytes	ENSG00000171116	genomic_loss
Pan_troglodytes	ENSG00000142511	genomic_loss
Pan_troglodytes	ENSGGOG00000036945_16644_P	pseudogene
Pan_troglodytes	ENSG00000165583	genomic_loss
Pan_troglodytes	ENSG00000147140	pseudogene
Pan_troglodytes	gene_LOC100448543	pseudogene
Pan_troglodytes	ENSG00000248167	pseudogene
Pan_troglodytes	ENSMMUG00000041705	genomic_loss
Pan_troglodytes	ENSG00000273238	genomic_loss
Pan_troglodytes	ENSG00000261732	pseudogene
Pan_troglodytes	ENSNLEG00000028330	genomic_loss
Pan_troglodytes	ENSGGOG00000023297_11445_M	pseudogene
Pan_troglodytes	ENSG00000122136	genomic_loss
Pan_troglodytes	ENSGGOG00000026421_16979_P	pseudogene
Pan_troglodytes	ENSG00000184110	pseudogene
Pan_troglodytes	ENSG00000262209_16755_P	pseudogene
Pan_troglodytes	ENSNLEG00000035966	pseudogene
Pan_troglodytes	ENSG00000183310	pseudogene
Pan_troglodytes	ENSGGOG00000025016_7558_P	pseudogene
Pan_troglodytes	ENSG00000274274	genomic_loss
Pan_troglodytes	ENSG00000162572	pseudogene
Pan_troglodytes	gene_LOC100440867	pseudogene
Pan_troglodytes	ENSMMUG00000045051	genomic_loss
Pan_troglodytes	ENSMMUG00000044977	pseudogene
Pan_troglodytes	ENSGGOG00000023056_12790_P	pseudogene
Pan_troglodytes	ENSGGOG00000043013_4957_M	pseudogene
Pan_troglodytes	ENSGGOG00000043668_7107_M	genomic_loss
Pan_troglodytes	ENSG00000197978	genomic_loss
Pan_troglodytes	ENSG00000089356	pseudogene
Pan_troglodytes	ENSGGOG00000023680_2782_M	genomic_loss
Pan_troglodytes	ENSNLEG00000028139	genomic_loss
Pan_troglodytes	ENSG00000269095	genomic_loss
Pan_troglodytes	ENSNLEG00000031277	pseudogene
Pan_troglodytes	ENSG00000285625	pseudogene
Pan_troglodytes	ENSMMUG00000039370	genomic_loss
Pan_troglodytes	gene_LOC103889181	pseudogene
Pan_troglodytes	ENSG00000198129	genomic_loss
Pan_troglodytes	ENSGGOG00000038311_13626_M	pseudogene
Pan_troglodytes	ENSG00000236383	pseudogene
Pan_troglodytes	gene_LOC100436198	genomic_loss
Pan_troglodytes	ENSGGOG00000010447_8319_M	genomic_loss
Pan_troglodytes	ENSG00000187754	genomic_loss
Pan_troglodytes	ENSNLEG00000034151	genomic_loss
Pan_troglodytes	ENSNLEG00000035106	pseudogene
Pan_troglodytes	ENSNLEG00000029599	genomic_loss
Pan_troglodytes	ENSGGOG00000025255_10747_P	pseudogene
Pan_troglodytes	ENSG00000250486	genomic_loss
Pan_troglodytes	ENSG00000188092	genomic_loss
Pan_troglodytes	ENSNLEG00000028321	pseudogene
Pan_troglodytes	ENSG00000285162	pseudogene
Pan_troglodytes	ENSGGOG00000042098_4434_M	pseudogene
Pan_troglodytes	ENSG00000184481	genomic_loss
Pan_troglodytes	ENSG00000283149	pseudogene
Pan_troglodytes	gene_LOC100437078	pseudogene
Pan_troglodytes	ENSGGOG00000024296_5384_P	genomic_loss
Pan_troglodytes	ENSNLEG00000033800	pseudogene
Pan_troglodytes	ENSG00000257767	pseudogene
Pan_troglodytes	ENSG00000130544	genomic_loss
Pan_troglodytes	ENSNLEG00000032514	genomic_loss
Pan_troglodytes	ENSG00000204379	pseudogene
Pan_troglodytes	ENSG00000260851	pseudogene
Pan_troglodytes	ENSNLEG00000030751	genomic_loss
Pan_troglodytes	ENSG00000120952	genomic_loss
Pan_troglodytes	ENSGGOG00000039711_12972_M	genomic_loss
Pan_troglodytes	ENSG00000237957	genomic_loss
Pan_troglodytes	ENSMMUG00000007849	pseudogene
Pan_troglodytes	ENSG00000286132	pseudogene
Pan_troglodytes	ENSG00000281887	pseudogene
Pan_troglodytes	ENSG00000278289	genomic_loss
Pan_troglodytes	ENSMMUG00000044247	genomic_loss
Pan_troglodytes	ENSG00000271321	pseudogene
Pan_troglodytes	ENSGGOG00000040302_20444_M	genomic_loss
Pan_troglodytes	gene_LOC100451109	genomic_loss
Pan_troglodytes	ENSG00000267261	genomic_loss
Pan_troglodytes	ENSNLEG00000035271	genomic_loss
Pan_troglodytes	ENSG00000284629	genomic_loss
Pan_troglodytes	ENSNLEG00000031754	genomic_loss
Pan_troglodytes	ENSG00000158427	genomic_loss
Pan_troglodytes	ENSGGOG00000039922_6659_M	pseudogene
Pan_troglodytes	ENSG00000251287	genomic_loss
Pan_troglodytes	ENSG00000100121	genomic_loss
Pan_troglodytes	ENSG00000104827	genomic_loss
Pan_troglodytes	ENSG00000275063	genomic_loss
Pan_troglodytes	ENSG00000257390	pseudogene
Pan_troglodytes	ENSG00000285913	pseudogene
Pan_troglodytes	ENSG00000278674	pseudogene
Pan_troglodytes	ENSGGOG00000037326_8134_M	genomic_loss
Pan_troglodytes	ENSG00000204147	genomic_loss
Pan_troglodytes	ENSG00000177627	genomic_loss
Pan_troglodytes	ENSG00000273554	genomic_loss
Pan_troglodytes	ENSG00000278704	genomic_loss
Pan_troglodytes	ENSG00000197561	genomic_loss
Pan_troglodytes	ENSG00000262209	pseudogene
Pan_troglodytes	ENSGGOG00000037619_9194_M	pseudogene
Pan_troglodytes	ENSG00000284725	genomic_loss
Pan_troglodytes	ENSG00000169203	genomic_loss
Pan_troglodytes	ENSG00000283486	genomic_loss
Pan_troglodytes	ENSGGOG00000023672_22_P	pseudogene
Pan_troglodytes	ENSG00000182931	pseudogene
Pan_troglodytes	ENSNLEG00000032984	pseudogene
Pan_troglodytes	ENSMMUG00000038390	pseudogene
Pan_troglodytes	ENSG00000159496	genomic_loss
Pan_troglodytes	gene_LOC100444920	pseudogene
Pan_troglodytes	ENSG00000275520	genomic_loss
Pan_troglodytes	ENSG00000186925	genomic_loss
Pan_troglodytes	ENSGGOG00000042778_17416_P	pseudogene
Pan_troglodytes	ENSG00000198062	pseudogene
Pan_troglodytes	ENSMMUG00000039503	pseudogene
Pan_troglodytes	ENSG00000275493	genomic_loss
Pan_troglodytes	ENSG00000277058	genomic_loss
Pan_troglodytes	ENSG00000161981	genomic_loss
Pan_troglodytes	ENSG00000274808	genomic_loss
Pan_troglodytes	ENSGGOG00000036795_7817_M	pseudogene
Pan_troglodytes	ENSG00000241978	pseudogene
Pan_troglodytes	ENSG00000196275	genomic_loss
Pan_troglodytes	ENSG00000249209	genomic_loss
Pan_troglodytes	ENSNLEG00000033121	genomic_loss
Pan_troglodytes	ENSG00000255524	pseudogene
Pan_troglodytes	ENSNLEG00000029944	pseudogene
Pan_troglodytes	ENSMMUG00000041058	pseudogene
Pan_troglodytes	ENSNLEG00000027166	genomic_loss
Pan_troglodytes	ENSG00000159882	genomic_loss
Pan_troglodytes	ENSMMUG00000005958	pseudogene
Pan_troglodytes	ENSG00000198156	pseudogene
Pan_troglodytes	ENSGGOG00000025448_14832_M	pseudogene
Pan_troglodytes	ENSGGOG00000039420_11539_M	genomic_loss
Pan_troglodytes	ENSG00000161980	pseudogene
Pan_troglodytes	ENSGGOG00000004535_3049_P	pseudogene
Pan_troglodytes	ENSGGOG00000041406_7188_M	pseudogene
Pan_troglodytes	ENSG00000125695	pseudogene
Pan_troglodytes	ENSG00000280433	genomic_loss
Pan_troglodytes	ENSG00000130653	genomic_loss
Pan_troglodytes	gene_LOC100453846	pseudogene
Pan_troglodytes	ENSG00000278558	genomic_loss
Pan_troglodytes	ENSNLEG00000027300	genomic_loss
Pan_troglodytes	gene_LOC100447213	pseudogene
Pan_troglodytes	ENSGGOG00000039828_15334_M	genomic_loss
Pan_troglodytes	ENSG00000186723	genomic_loss
Pan_troglodytes	ENSGGOG00000037499_7900_P	pseudogene
Pan_troglodytes	ENSG00000285713	genomic_loss
Pan_troglodytes	ENSG00000276581	genomic_loss
Pan_troglodytes	ENSNLEG00000030523	genomic_loss
Pan_troglodytes	gene_LOC103889115	genomic_loss
Pan_troglodytes	ENSNLEG00000028524	pseudogene
Pan_troglodytes	gene_LOC100450875	pseudogene
Pan_troglodytes	ENSNLEG00000031155	pseudogene
Pan_troglodytes	ENSMMUG00000039568	pseudogene
Pan_troglodytes	ENSGGOG00000023221_3974_P	pseudogene
Pan_troglodytes	ENSGGOG00000022894_15518_M	genomic_loss
Pan_troglodytes	ENSGGOG00000041662_6971_M	pseudogene
Pan_troglodytes	ENSG00000177427	genomic_loss
Pan_troglodytes	ENSG00000270099	pseudogene
Pan_troglodytes	ENSG00000284981	genomic_loss
Pan_troglodytes	ENSMMUG00000032065	genomic_loss
Pan_troglodytes	ENSGGOG00000024803_4409_M	pseudogene
Pan_troglodytes	ENSG00000267206	genomic_loss
Pan_troglodytes	ENSG00000234278	genomic_loss
Pan_troglodytes	ENSNLEG00000032743	genomic_loss
Pan_troglodytes	ENSNLEG00000027895	genomic_loss
Pan_troglodytes	ENSG00000286135	pseudogene
Pan_troglodytes	ENSMMUG00000038334	pseudogene
Pan_troglodytes	ENSG00000186523	genomic_loss
Pan_troglodytes	ENSG00000215115	pseudogene
Pan_troglodytes	ENSG00000168158	genomic_loss
Pan_troglodytes	ENSG00000237110	pseudogene
Pan_troglodytes	gene_LOC100439792	pseudogene
Pan_troglodytes	ENSMMUG00000048104	genomic_loss
Pan_troglodytes	ENSGGOG00000038557_12869_P	pseudogene
Pan_troglodytes	gene_LOC112132747	pseudogene
Pan_troglodytes	ENSMMUG00000031543	pseudogene
Pan_troglodytes	ENSG00000277775	genomic_loss
Pan_troglodytes	ENSGGOG00000014270_7818_P	pseudogene
Pan_troglodytes	ENSMMUG00000046861	pseudogene
Pan_troglodytes	ENSNLEG00000034273	pseudogene
Pan_troglodytes	ENSG00000204505	genomic_loss
Pan_troglodytes	ENSMMUG00000046240	genomic_loss
Pan_troglodytes	ENSG00000204677	genomic_loss
Pan_troglodytes	ENSGGOG00000036975_20742_M	pseudogene
Pan_troglodytes	ENSGGOG00000040382_12590_M	pseudogene
Pan_troglodytes	ENSG00000277865	genomic_loss
Pan_troglodytes	ENSG00000268043	pseudogene
Pan_troglodytes	ENSG00000152093	genomic_loss
Pan_troglodytes	ENSG00000231767	genomic_loss
Pan_troglodytes	ENSMMUG00000045176	pseudogene
Pan_troglodytes	ENSGGOG00000027597_7598_M	pseudogene
Pan_troglodytes	ENSG00000007384	pseudogene
Pan_troglodytes	ENSG00000284631	genomic_loss
Pan_troglodytes	ENSG00000279804	genomic_loss
Pan_troglodytes	ENSG00000188234	pseudogene
Pan_troglodytes	ENSG00000267179	pseudogene
Pan_troglodytes	ENSG00000216921	genomic_loss
Pan_troglodytes	ENSG00000071889	genomic_loss
Pan_troglodytes	ENSG00000283329	genomic_loss
Pan_troglodytes	ENSG00000125571	genomic_loss
Pan_troglodytes	ENSG00000185291	genomic_loss
Pan_troglodytes	ENSMMUG00000042286	genomic_loss
Pan_troglodytes	ENSNLEG00000030497	genomic_loss
Pan_troglodytes	ENSG00000274512	genomic_loss
Pan_troglodytes	ENSG00000103355	genomic_loss
Pan_troglodytes	ENSG00000180042	pseudogene
Pan_troglodytes	gene_LOC112128483	pseudogene
Pan_troglodytes	ENSMMUG00000013149	genomic_loss
Pan_troglodytes	ENSG00000026297	genomic_loss
Pan_troglodytes	ENSGGOG00000042248_5768_M	pseudogene
Pan_troglodytes	ENSG00000225327	genomic_loss
Pan_troglodytes	ENSGGOG00000027054_14985_M	pseudogene
Pan_troglodytes	ENSMMUG00000038741	pseudogene
Pan_troglodytes	ENSG00000276289	genomic_loss
Pan_troglodytes	ENSG00000272822	genomic_loss
Pan_troglodytes	ENSMMUG00000043764	genomic_loss
Pan_troglodytes	gene_LOC100434794	pseudogene
Pan_troglodytes	ENSG00000176299	genomic_loss
Pan_troglodytes	ENSG00000182154	genomic_loss
Pan_troglodytes	ENSG00000108242	genomic_loss
Pan_troglodytes	ENSGGOG00000039235_17963_P	pseudogene
Pan_troglodytes	ENSG00000006659	genomic_loss
Pan_troglodytes	ENSNLEG00000034098	pseudogene
Pan_troglodytes	ENSG00000284546	genomic_loss
Pan_troglodytes	ENSG00000283740	genomic_loss
Pan_troglodytes	ENSGGOG00000038763_13583_P	pseudogene
Pan_troglodytes	ENSG00000197061	genomic_loss
Pan_troglodytes	ENSGGOG00000039048_11155_P	pseudogene
Pan_troglodytes	ENSG00000102096	genomic_loss
Pan_troglodytes	gene_LOC103889656	pseudogene
Pan_troglodytes	ENSMMUG00000039300	genomic_loss
Pan_troglodytes	ENSGGOG00000043743_21216_M	pseudogene
Pan_troglodytes	ENSG00000136696	genomic_loss
Pan_troglodytes	ENSMMUG00000047560	genomic_loss
Pan_troglodytes	ENSG00000104904	pseudogene
Pan_troglodytes	gene_LOC100455298	pseudogene
Pan_troglodytes	gene_LOC112134263	pseudogene
Pan_troglodytes	ENSGGOG00000026386_17651_M	pseudogene
Pan_troglodytes	ENSG00000233954	genomic_loss
Pan_troglodytes	ENSG00000233232	genomic_loss
Pan_troglodytes	ENSG00000286228	genomic_loss
Pan_troglodytes	ENSG00000229571	genomic_loss
Pan_troglodytes	ENSGGOG00000042229_9847_M	pseudogene
Pan_troglodytes	ENSG00000284718	genomic_loss
Pan_troglodytes	ENSG00000187922	genomic_loss
Pan_troglodytes	ENSGGOG00000040851_6247_P	pseudogene
Pan_troglodytes	ENSG00000226941	pseudogene
Pan_troglodytes	ENSG00000182415	pseudogene
Pan_troglodytes	ENSG00000282218	genomic_loss
Pan_troglodytes	ENSGGOG00000025330_17276_M	genomic_loss
Pan_troglodytes	ENSG00000284643	genomic_loss
Pan_troglodytes	ENSGGOG00000038262_11867_M	genomic_loss
Pan_troglodytes	ENSGGOG00000036808_18620_M	genomic_loss
Pan_troglodytes	ENSNLEG00000034870	genomic_loss
Pan_troglodytes	ENSG00000183784	pseudogene
Pan_troglodytes	ENSG00000275674	pseudogene
Pan_troglodytes	ENSNLEG00000002079	pseudogene
Pan_troglodytes	ENSG00000100336	pseudogene
Pan_troglodytes	ENSG00000223510_1808_P	genomic_loss
Pan_troglodytes	ENSMMUG00000020092	genomic_loss
Pan_troglodytes	ENSG00000285025	genomic_loss
Pan_troglodytes	ENSGGOG00000026526_6466_P	genomic_loss
Pan_troglodytes	ENSGGOG00000037140_12542_M	pseudogene
Pan_troglodytes	ENSGGOG00000022248_5466_M	pseudogene
Pan_troglodytes	ENSGGOG00000044208_19594_P	pseudogene
Pan_troglodytes	ENSG00000068308	pseudogene
Pan_troglodytes	ENSG00000215269	genomic_loss
Pan_troglodytes	ENSMMUG00000045633	genomic_loss
Pan_troglodytes	ENSGGOG00000005021_3197_M	pseudogene
Pan_troglodytes	ENSGGOG00000039604_18307_P	pseudogene
Pan_troglodytes	ENSG00000228567	pseudogene
Pan_troglodytes	ENSG00000204481	genomic_loss
Pan_troglodytes	ENSGGOG00000026750_3736_M	pseudogene
Pan_troglodytes	ENSNLEG00000032703	pseudogene
Pan_troglodytes	ENSMMUG00000041382	genomic_loss
Pan_troglodytes	ENSG00000203811	genomic_loss
Pan_troglodytes	gene_LOC100435866	genomic_loss
Pan_troglodytes	ENSG00000091542	genomic_loss
