Lineage	Gene_ID	Category	
Pan_troglodytes	gene15776	Disperse_DNA_duplication
Pan_troglodytes	gene37160	Retrotransposed
Pan_troglodytes	gene8330	De_novo
Pan_troglodytes	gene37078	Tandem_duplication
Pan_troglodytes	gene40124	Disperse_DNA_duplication
Pan_troglodytes	gene39641	Disperse_DNA_duplication
Pan_troglodytes	gene15578	Disperse_DNA_duplication
Pan_troglodytes	gene2033	Disperse_DNA_duplication
Pan_troglodytes	gene10613	Disperse_DNA_duplication
Pan_troglodytes	gene29527	Tandem_duplication
Pan_troglodytes	gene21555	De_novo
Pan_troglodytes	gene40673	Disperse_DNA_duplication
Pan_troglodytes	gene39976	Disperse_DNA_duplication
Pan_troglodytes	gene4251	De_novo
Pan_troglodytes	gene40620	De_novo
Pan_troglodytes	gene40701	Disperse_DNA_duplication
Pan_troglodytes	gene40763	Disperse_DNA_duplication
Pan_troglodytes	gene37107	De_novo
Pan_troglodytes	gene40492	Disperse_DNA_duplication
Pan_troglodytes	gene28005	Disperse_DNA_duplication
Pan_troglodytes	gene20318	Disperse_DNA_duplication
Pan_troglodytes	gene25946	Retrotransposed
Pan_troglodytes	gene40429	Disperse_DNA_duplication
Pan_troglodytes	gene15176	De_novo
Pan_troglodytes	gene6698	De_novo
Pan_troglodytes	gene40686	Disperse_DNA_duplication
Pan_troglodytes	gene31809	Disperse_DNA_duplication
Pan_troglodytes	gene13806	Tandem_duplication
Pan_troglodytes	gene39760	Retrotransposed
Pan_troglodytes	gene40293	Disperse_DNA_duplication
Pan_troglodytes	gene25244	Disperse_DNA_duplication
Pan_troglodytes	gene11029	Disperse_DNA_duplication
Pan_troglodytes	gene28169	Disperse_DNA_duplication
Pan_troglodytes	gene12397	Disperse_DNA_duplication
Pan_troglodytes	gene31609	Disperse_DNA_duplication
Pan_troglodytes	gene40903	Disperse_DNA_duplication
Pan_troglodytes	gene21527	De_novo
Pan_troglodytes	gene433	Disperse_DNA_duplication
Pan_troglodytes	gene5037	Disperse_DNA_duplication
Pan_troglodytes	gene20778	Disperse_DNA_duplication
Pan_troglodytes	gene1727	Disperse_DNA_duplication
Pan_troglodytes	gene40294	Disperse_DNA_duplication
Pan_troglodytes	gene7925	Disperse_DNA_duplication
Pan_troglodytes	gene19926	De_novo
Pan_troglodytes	gene39108	Retrotransposed
Pan_troglodytes	gene25534	Retrotransposed
Pan_troglodytes	gene36075	De_novo
Pan_troglodytes	gene22886	Disperse_DNA_duplication
Pan_troglodytes	gene3688	Disperse_DNA_duplication
Pan_troglodytes	gene30762	De_novo
Pan_troglodytes	gene39890	Disperse_DNA_duplication
Pan_troglodytes	gene18868	Disperse_DNA_duplication
Pan_troglodytes	gene40613	De_novo
Pan_troglodytes	gene25866	Disperse_DNA_duplication
Pan_troglodytes	gene29099	Disperse_DNA_duplication
Pan_troglodytes	gene38850	Retrotransposed
Pan_troglodytes	gene11499	Disperse_DNA_duplication
Pan_troglodytes	gene2041	Disperse_DNA_duplication
Pan_troglodytes	gene34487	De_novo
Pan_troglodytes	gene40605	Disperse_DNA_duplication
Pan_troglodytes	gene30435	Disperse_DNA_duplication
Pan_troglodytes	gene23956	Disperse_DNA_duplication
Pan_troglodytes	gene1991	Disperse_DNA_duplication
Pan_troglodytes	gene40361	Retrotransposed
Pan_troglodytes	gene20394	Disperse_DNA_duplication
Pan_troglodytes	gene23126	Disperse_DNA_duplication
Pan_troglodytes	gene33695	Disperse_DNA_duplication
Pan_troglodytes	gene40632	Disperse_DNA_duplication
Pan_troglodytes	gene40337	Disperse_DNA_duplication
Pan_troglodytes	gene40937	Retrotransposed
Pan_troglodytes	gene26606	Tandem_duplication
Pan_troglodytes	gene1871	Disperse_DNA_duplication
Pan_troglodytes	gene39893	De_novo
Pan_troglodytes	gene40302	Disperse_DNA_duplication
Pan_troglodytes	gene20432	Disperse_DNA_duplication
Pan_troglodytes	gene638	De_novo
Pan_troglodytes	gene5375	Disperse_DNA_duplication
Pan_troglodytes	gene40473	Disperse_DNA_duplication
Pan_troglodytes	gene40031	Disperse_DNA_duplication
Pan_troglodytes	gene39701	Disperse_DNA_duplication
Pan_troglodytes	gene29884	Disperse_DNA_duplication
Pan_troglodytes	gene40739	Disperse_DNA_duplication
Pan_troglodytes	gene40422	Disperse_DNA_duplication
Pan_troglodytes	gene15396	Disperse_DNA_duplication
Pan_troglodytes	gene40541	Disperse_DNA_duplication
Pan_troglodytes	gene36615	Retrotransposed
Pan_troglodytes	gene14860	Disperse_DNA_duplication
Pan_troglodytes	gene18104	Retrotransposed
Pan_troglodytes	gene29408	De_novo
Pan_troglodytes	gene10674	Retrotransposed
Pan_troglodytes	gene16962	Disperse_DNA_duplication
Pan_troglodytes	gene39798	Disperse_DNA_duplication
Pan_troglodytes	gene5040	De_novo
Pan_troglodytes	gene5905	Disperse_DNA_duplication
Pan_troglodytes	gene37020	Disperse_DNA_duplication
Pan_troglodytes	gene10156	Retrotransposed
Pan_troglodytes	gene13350	De_novo
Pan_troglodytes	gene1709	Tandem_duplication
Pan_troglodytes	gene40038	Disperse_DNA_duplication
Pan_troglodytes	gene10914	Retrotransposed
Pan_troglodytes	gene40286	Disperse_DNA_duplication
Pan_troglodytes	gene29521	Disperse_DNA_duplication
Pan_troglodytes	gene8818	Disperse_DNA_duplication
Pan_troglodytes	gene25707	Disperse_DNA_duplication
Pan_troglodytes	gene40567	Disperse_DNA_duplication
Pan_troglodytes	gene30438	Disperse_DNA_duplication
Pan_troglodytes	gene40177	Disperse_DNA_duplication
Pan_troglodytes	gene40461	De_novo
Pan_troglodytes	gene40335	Disperse_DNA_duplication
Pan_troglodytes	gene28314	Retrotransposed
Pan_troglodytes	gene3808	Disperse_DNA_duplication
Pan_troglodytes	gene15354	Disperse_DNA_duplication
Pan_troglodytes	gene22219	Retrotransposed
Pan_troglodytes	gene27863	De_novo
Pan_troglodytes	gene28015	Disperse_DNA_duplication
Pan_troglodytes	gene19278	Disperse_DNA_duplication
Pan_troglodytes	gene13176	Disperse_DNA_duplication
Pan_troglodytes	gene40388	Disperse_DNA_duplication
Pan_troglodytes	gene29842	Disperse_DNA_duplication
Pan_troglodytes	gene33418	De_novo
Pan_troglodytes	gene7499	Disperse_DNA_duplication
Pan_troglodytes	gene37076	Tandem_duplication
Pan_troglodytes	gene16156	Disperse_DNA_duplication
Pan_troglodytes	gene3802	Disperse_DNA_duplication
Pan_troglodytes	gene33762	Retrotransposed
Pan_troglodytes	gene40329	Disperse_DNA_duplication
Pan_troglodytes	gene20401	Disperse_DNA_duplication
Pan_troglodytes	gene2043	Disperse_DNA_duplication
Pan_troglodytes	gene17778	Disperse_DNA_duplication
Pan_troglodytes	gene16226	Retrotransposed
Pan_troglodytes	gene15767	Tandem_duplication
Pan_troglodytes	gene40012	Disperse_DNA_duplication
Pan_troglodytes	gene40812	Disperse_DNA_duplication
Pan_troglodytes	gene40295	Disperse_DNA_duplication
Pan_troglodytes	gene39006	Retrotransposed
Pan_troglodytes	gene39654	Disperse_DNA_duplication
Pan_troglodytes	gene30354	Disperse_DNA_duplication
Pan_troglodytes	gene40762	Disperse_DNA_duplication
Pan_troglodytes	gene241	Disperse_DNA_duplication
Pan_troglodytes	gene15408	Disperse_DNA_duplication
Pan_troglodytes	gene6395	Disperse_DNA_duplication
Pan_troglodytes	gene20724	De_novo
Pan_troglodytes	gene20952	Retrotransposed
Pan_troglodytes	gene40669	De_novo
Pan_troglodytes	gene18882	De_novo
Pan_troglodytes	gene8987	Disperse_DNA_duplication
Pan_troglodytes	gene15745	Disperse_DNA_duplication
Pan_troglodytes	gene39880	Disperse_DNA_duplication
Pan_troglodytes	gene39249	Disperse_DNA_duplication
Pan_troglodytes	gene33393	Disperse_DNA_duplication
Pan_troglodytes	gene14735	Tandem_duplication
Pan_troglodytes	gene23420	Disperse_DNA_duplication
Pan_troglodytes	gene35209	Disperse_DNA_duplication
Pan_troglodytes	gene35390	Disperse_DNA_duplication
Pan_troglodytes	gene14267	Retrotransposed
Pan_troglodytes	gene39953	Disperse_DNA_duplication
Pan_troglodytes	gene15723	Disperse_DNA_duplication
Pan_troglodytes	gene33953	De_novo
Pan_troglodytes	gene25722	De_novo
Pan_troglodytes	gene29453	Disperse_DNA_duplication
Pan_troglodytes	gene36899	Disperse_DNA_duplication
Pan_troglodytes	gene31154	Disperse_DNA_duplication
Pan_troglodytes	gene39191	De_novo
Pan_troglodytes	gene29843	Disperse_DNA_duplication
Pan_troglodytes	gene22893	Disperse_DNA_duplication
Pan_troglodytes	gene40024	Disperse_DNA_duplication
Pan_troglodytes	gene40714	De_novo
Pan_troglodytes	gene19219	Disperse_DNA_duplication
Pan_troglodytes	gene40338	Disperse_DNA_duplication
Pan_troglodytes	gene2032	Retrotransposed
Pan_troglodytes	gene15538	Disperse_DNA_duplication
Pan_troglodytes	gene38597	Retrotransposed
Pan_troglodytes	gene14225	De_novo
Pan_troglodytes	gene4868	Disperse_DNA_duplication
Pan_troglodytes	gene15657	De_novo
Pan_troglodytes	gene40362	Disperse_DNA_duplication
Pan_troglodytes	gene40811	Disperse_DNA_duplication
Pan_troglodytes	gene35396	Disperse_DNA_duplication
Pan_troglodytes	gene26036	De_novo
Pan_troglodytes	gene34227	Disperse_DNA_duplication
Pan_troglodytes	gene34461	Disperse_DNA_duplication
Pan_troglodytes	gene40310	Disperse_DNA_duplication
Pan_troglodytes	gene38913	Disperse_DNA_duplication
Pan_troglodytes	gene19901	De_novo
Pan_troglodytes	gene11352	Disperse_DNA_duplication
Pan_troglodytes	gene29731	Disperse_DNA_duplication
Pan_troglodytes	gene19908	Disperse_DNA_duplication
Pan_troglodytes	gene3294	De_novo
Pan_troglodytes	gene19692	De_novo
Pan_troglodytes	gene40668	De_novo
Pan_troglodytes	gene16155	Disperse_DNA_duplication
Pan_troglodytes	gene5181	Disperse_DNA_duplication
Pan_troglodytes	gene30326	Retrotransposed
Pan_troglodytes	gene25717	Disperse_DNA_duplication
Pan_troglodytes	gene15730	Disperse_DNA_duplication
Pan_troglodytes	gene5041	Disperse_DNA_duplication
Pan_troglodytes	gene26747	Disperse_DNA_duplication
Pan_troglodytes	gene7747	De_novo
Pan_troglodytes	gene19928	De_novo
Pan_troglodytes	gene27459	De_novo
Pan_troglodytes	gene2040	Disperse_DNA_duplication
Pan_troglodytes	gene22348	Disperse_DNA_duplication
Pan_troglodytes	gene40188	Disperse_DNA_duplication
Pan_troglodytes	gene13805	Disperse_DNA_duplication
Pan_troglodytes	gene30610	De_novo
Pan_troglodytes	gene29336	Disperse_DNA_duplication
Pan_troglodytes	gene31750	Disperse_DNA_duplication
Pan_troglodytes	gene13246	De_novo
Pan_troglodytes	gene8482	De_novo
Pan_troglodytes	gene7498	Disperse_DNA_duplication
Pan_troglodytes	gene40443	Disperse_DNA_duplication
Pan_troglodytes	gene36503	Disperse_DNA_duplication
Pan_troglodytes	gene40104	Disperse_DNA_duplication
Pan_troglodytes	gene40661	Disperse_DNA_duplication
Pan_troglodytes	gene40076	Disperse_DNA_duplication
Pan_troglodytes	gene20317	Disperse_DNA_duplication
Pan_troglodytes	gene26605	Tandem_duplication
Pan_troglodytes	gene37195	De_novo
Pan_troglodytes	gene40439	Disperse_DNA_duplication
Pan_troglodytes	gene33880	Retrotransposed
Pan_troglodytes	gene40317	Disperse_DNA_duplication
Pan_troglodytes	gene17539	Retrotransposed
Pan_troglodytes	gene40689	Disperse_DNA_duplication
Pan_troglodytes	gene29098	Disperse_DNA_duplication
Pan_troglodytes	gene40133	Disperse_DNA_duplication
Pan_troglodytes	gene35756	Tandem_duplication
Pan_troglodytes	gene39801	Disperse_DNA_duplication
Pan_troglodytes	gene21170	De_novo
Pan_troglodytes	gene40421	Disperse_DNA_duplication
Pan_troglodytes	gene20162	De_novo
Pan_troglodytes	gene39797	Disperse_DNA_duplication
Pan_troglodytes	gene19821	De_novo
Pan_troglodytes	gene15662	Disperse_DNA_duplication
Pan_troglodytes	gene40475	Disperse_DNA_duplication
Pan_troglodytes	gene15542	Disperse_DNA_duplication
Pan_troglodytes	gene5178	Disperse_DNA_duplication
Pan_troglodytes	gene11397	Retrotransposed
Pan_troglodytes	gene20843	Disperse_DNA_duplication
Pan_troglodytes	gene40046	Disperse_DNA_duplication
Pan_troglodytes	gene28268	Disperse_DNA_duplication
Pan_troglodytes	gene39675	Disperse_DNA_duplication
Pan_troglodytes	gene14385	Retrotransposed
Pan_troglodytes	gene40752	Disperse_DNA_duplication
Pan_troglodytes	gene40005	Disperse_DNA_duplication
Pan_troglodytes	gene36988	Disperse_DNA_duplication
Pan_troglodytes	gene15624	Disperse_DNA_duplication
Pan_troglodytes	gene40609	Disperse_DNA_duplication
Pan_troglodytes	gene38678	Retrotransposed
Pan_troglodytes	gene39238	Tandem_duplication
Pan_troglodytes	gene29835	Disperse_DNA_duplication
Pan_troglodytes	gene23127	Tandem_duplication
Pan_troglodytes	gene29695	Retrotransposed
Pan_troglodytes	gene329	De_novo
Pan_troglodytes	gene40500	Disperse_DNA_duplication
Pan_troglodytes	gene3261	Disperse_DNA_duplication
Pan_troglodytes	gene24713	Disperse_DNA_duplication
Pan_troglodytes	gene29482	Disperse_DNA_duplication
Pan_troglodytes	gene40319	Disperse_DNA_duplication
Pan_troglodytes	gene40725	Retrotransposed
Pan_troglodytes	gene39829	Disperse_DNA_duplication
Pan_troglodytes	gene26173	Disperse_DNA_duplication
Pan_troglodytes	gene40472	Disperse_DNA_duplication
Pan_troglodytes	gene35398	Disperse_DNA_duplication
Pan_troglodytes	gene4863	Disperse_DNA_duplication
Pan_troglodytes	gene17056	Disperse_DNA_duplication
Pan_troglodytes	gene26920	Retrotransposed
Pan_troglodytes	gene40896	Disperse_DNA_duplication
Pan_troglodytes	gene1977	Disperse_DNA_duplication
Pan_troglodytes	gene7543	Disperse_DNA_duplication
Pan_troglodytes	gene36944	Disperse_DNA_duplication
Pan_troglodytes	gene39970	Disperse_DNA_duplication
Pan_troglodytes	gene5369	Disperse_DNA_duplication
Pan_troglodytes	gene37161	Disperse_DNA_duplication
Pan_troglodytes	gene14877	Disperse_DNA_duplication
Pan_troglodytes	gene40089	Disperse_DNA_duplication
Pan_troglodytes	gene40464	Disperse_DNA_duplication
Pan_troglodytes	gene40025	Disperse_DNA_duplication
Pan_troglodytes	gene37075	Disperse_DNA_duplication
Pan_troglodytes	gene39069	Disperse_DNA_duplication
Pan_troglodytes	gene40414	Disperse_DNA_duplication
Pan_troglodytes	gene20070	Disperse_DNA_duplication
Pan_troglodytes	gene36928	Disperse_DNA_duplication
Pan_troglodytes	gene35401	Disperse_DNA_duplication
Pan_troglodytes	gene20475	Disperse_DNA_duplication
Pan_troglodytes	gene40963	Disperse_DNA_duplication
Pan_troglodytes	gene40895	Disperse_DNA_duplication
Pan_troglodytes	gene40630	Disperse_DNA_duplication
Pan_troglodytes	gene26061	De_novo
Pan_troglodytes	gene23720	De_novo
Pan_troglodytes	gene5124	Disperse_DNA_duplication
Pan_troglodytes	gene13803	Disperse_DNA_duplication
Pan_troglodytes	gene26584	Disperse_DNA_duplication
Pan_troglodytes	gene34230	Disperse_DNA_duplication
Pan_troglodytes	gene37112	Disperse_DNA_duplication
Pan_troglodytes	gene40841	Disperse_DNA_duplication
Pan_troglodytes	gene5046	Retrotransposed
Pan_troglodytes	gene15117	Retrotransposed
Pan_troglodytes	gene266	De_novo
Pan_troglodytes	gene39907	Disperse_DNA_duplication
Pan_troglodytes	gene32196	Disperse_DNA_duplication
Pan_troglodytes	gene40436	Disperse_DNA_duplication
Pan_troglodytes	gene12551	Disperse_DNA_duplication
Pan_troglodytes	gene15823	Disperse_DNA_duplication
Pan_troglodytes	gene40406	Disperse_DNA_duplication
Pan_troglodytes	gene35426	De_novo
Pan_troglodytes	gene40934	Disperse_DNA_duplication
Pan_troglodytes	gene16180	Disperse_DNA_duplication
Pan_troglodytes	gene13804	Disperse_DNA_duplication
Pan_troglodytes	gene39895	Disperse_DNA_duplication
Pan_troglodytes	gene40339	Disperse_DNA_duplication
Pan_troglodytes	gene39762	Disperse_DNA_duplication
Pan_troglodytes	gene15727	Disperse_DNA_duplication
Pan_troglodytes	gene40257	Disperse_DNA_duplication
Pan_troglodytes	gene19611	Disperse_DNA_duplication
Pan_troglodytes	gene14789	De_novo
Pan_troglodytes	gene38455	Retrotransposed
Pan_troglodytes	gene34933	Disperse_DNA_duplication
Pan_troglodytes	gene39887	Disperse_DNA_duplication
Pan_troglodytes	gene26615	Disperse_DNA_duplication
Pan_troglodytes	gene28003	Disperse_DNA_duplication
Pan_troglodytes	gene40527	Disperse_DNA_duplication
Pan_troglodytes	gene8886	De_novo
Pan_troglodytes	gene13770	Disperse_DNA_duplication
Pan_troglodytes	gene40427	Disperse_DNA_duplication
Pan_troglodytes	gene27607	Disperse_DNA_duplication
Pan_troglodytes	gene15501	Disperse_DNA_duplication
Pan_troglodytes	gene40595	Disperse_DNA_duplication
Pan_troglodytes	gene17044	Disperse_DNA_duplication
Pan_troglodytes	gene10898	Disperse_DNA_duplication
Pan_troglodytes	gene8055	Retrotransposed
Pan_troglodytes	gene9812	De_novo
Pan_troglodytes	gene29258	De_novo
Pan_troglodytes	gene22228	Disperse_DNA_duplication
Pan_troglodytes	gene6540	Disperse_DNA_duplication
Pan_troglodytes	gene40127	Disperse_DNA_duplication
Pan_troglodytes	gene3125	Retrotransposed
Pan_troglodytes	gene31918	Disperse_DNA_duplication
Pan_troglodytes	gene19226	Disperse_DNA_duplication
Pan_troglodytes	gene40434	Disperse_DNA_duplication
Pan_troglodytes	gene40262	Disperse_DNA_duplication
Pan_troglodytes	gene40528	Disperse_DNA_duplication
Pan_troglodytes	gene39932	Disperse_DNA_duplication
Pan_troglodytes	gene15872	De_novo
Pan_troglodytes	gene40639	Disperse_DNA_duplication
Pan_troglodytes	gene40411	Disperse_DNA_duplication
Pan_troglodytes	gene27961	Tandem_duplication
Pan_troglodytes	gene40354	Disperse_DNA_duplication
Pan_troglodytes	gene15912	Disperse_DNA_duplication
Pan_troglodytes	gene40325	Disperse_DNA_duplication
Pan_troglodytes	gene40598	Disperse_DNA_duplication
Pan_troglodytes	gene20347	Disperse_DNA_duplication
Pan_troglodytes	gene16903	De_novo
Pan_troglodytes	gene1482	Retrotransposed
Pan_troglodytes	gene4819	Disperse_DNA_duplication
Pan_troglodytes	gene20758	Disperse_DNA_duplication
Pan_troglodytes	gene39658	Disperse_DNA_duplication
Pan_troglodytes	gene39960	Disperse_DNA_duplication
Pan_troglodytes	gene35766	Tandem_duplication
Pan_troglodytes	gene16052	Disperse_DNA_duplication
Pan_troglodytes	gene27719	De_novo
Pan_troglodytes	gene26168	Disperse_DNA_duplication
Pan_troglodytes	gene39632	Disperse_DNA_duplication
Pan_troglodytes	gene28186	Disperse_DNA_duplication
Pan_troglodytes	gene37443	Disperse_DNA_duplication
Pan_troglodytes	gene39764	Disperse_DNA_duplication
Pan_troglodytes	gene34441	De_novo
Pan_troglodytes	gene40542	Disperse_DNA_duplication
Pan_troglodytes	gene26555	Disperse_DNA_duplication
Pan_troglodytes	gene39787	Disperse_DNA_duplication
Pan_troglodytes	gene29050	De_novo
Pan_troglodytes	gene40306	Disperse_DNA_duplication
Pan_troglodytes	gene10877	De_novo
Pan_troglodytes	gene40176	Disperse_DNA_duplication
Pan_troglodytes	gene10614	Retrotransposed
Pan_troglodytes	gene27922	De_novo
Pan_troglodytes	gene23983	De_novo
Pan_troglodytes	gene1188	De_novo
Pan_troglodytes	gene12235	De_novo
Pan_troglodytes	gene39714	De_novo
Pan_troglodytes	gene26995	Disperse_DNA_duplication
Pan_troglodytes	gene40574	Disperse_DNA_duplication
Pan_troglodytes	gene40106	Disperse_DNA_duplication
Pan_troglodytes	gene40135	Disperse_DNA_duplication
Pan_troglodytes	gene40279	De_novo
Pan_troglodytes	gene3174	De_novo
Pan_troglodytes	gene40444	Disperse_DNA_duplication
Pan_troglodytes	gene16153	Disperse_DNA_duplication
Pan_troglodytes	gene15693	De_novo
Pan_troglodytes	gene39666	De_novo
Pan_troglodytes	gene40390	Disperse_DNA_duplication
Pan_troglodytes	gene40170	Disperse_DNA_duplication
Pan_troglodytes	gene25361	De_novo
Pan_troglodytes	gene38263	Disperse_DNA_duplication
Pan_troglodytes	gene40663	Disperse_DNA_duplication
Pan_troglodytes	gene39682	Disperse_DNA_duplication
Pan_troglodytes	gene40090	Disperse_DNA_duplication
Pan_troglodytes	gene3875	De_novo
Pan_troglodytes	gene21441	De_novo
Pan_troglodytes	gene14993	Disperse_DNA_duplication
Pan_troglodytes	gene31232	Disperse_DNA_duplication
Pan_troglodytes	gene40692	Disperse_DNA_duplication
Pan_troglodytes	gene36426	Disperse_DNA_duplication
Pan_troglodytes	gene39844	Disperse_DNA_duplication
Pan_troglodytes	gene40733	Disperse_DNA_duplication
Pan_troglodytes	gene33109	Disperse_DNA_duplication
Pan_troglodytes	gene40608	Disperse_DNA_duplication
Pan_troglodytes	gene40935	Disperse_DNA_duplication
Pan_troglodytes	gene39900	Disperse_DNA_duplication
Pan_troglodytes	gene19049	De_novo
Pan_troglodytes	gene39863	Retrotransposed
Pan_troglodytes	gene19196	Disperse_DNA_duplication
Pan_troglodytes	gene40008	Disperse_DNA_duplication
Pan_troglodytes	gene4704	Retrotransposed
Pan_troglodytes	gene5313	Disperse_DNA_duplication
Pan_troglodytes	gene40764	Disperse_DNA_duplication
Pan_troglodytes	gene18869	Disperse_DNA_duplication
Pan_troglodytes	gene40731	Disperse_DNA_duplication
Pan_troglodytes	gene23957	Disperse_DNA_duplication
Pan_troglodytes	gene40624	De_novo
Pan_troglodytes	gene15726	Disperse_DNA_duplication
Pan_troglodytes	gene40126	Disperse_DNA_duplication
Pan_troglodytes	gene15411	Disperse_DNA_duplication
Pan_troglodytes	gene40717	De_novo
Pan_troglodytes	gene32985	De_novo
Pan_troglodytes	gene28021	Disperse_DNA_duplication
Pan_troglodytes	gene4968	De_novo
Pan_troglodytes	gene10592	De_novo
Pan_troglodytes	gene37187	Disperse_DNA_duplication
Pan_troglodytes	gene896	Retrotransposed
Pan_troglodytes	gene19135	Disperse_DNA_duplication
Pan_troglodytes	gene16839	De_novo
Pan_troglodytes	gene40515	De_novo
Pan_troglodytes	gene30440	Disperse_DNA_duplication
Pan_troglodytes	gene37143	De_novo
Pan_troglodytes	gene36895	Disperse_DNA_duplication
Pan_troglodytes	gene40953	De_novo
Pan_troglodytes	gene25283	Disperse_DNA_duplication
Pan_troglodytes	gene24653	De_novo
Pan_troglodytes	gene9187	De_novo
Pan_troglodytes	gene12917	Disperse_DNA_duplication
Pan_troglodytes	gene39706	Disperse_DNA_duplication
Pan_troglodytes	gene239	Disperse_DNA_duplication
Pan_troglodytes	gene40462	Disperse_DNA_duplication
Pan_troglodytes	gene29757	Disperse_DNA_duplication
Pan_troglodytes	gene32298	De_novo
Pan_troglodytes	gene29338	Tandem_duplication
Pan_troglodytes	gene29307	Disperse_DNA_duplication
Pan_troglodytes	gene35791	Disperse_DNA_duplication
Pan_troglodytes	gene22912	Disperse_DNA_duplication
Pan_troglodytes	gene40052	Disperse_DNA_duplication
Pan_troglodytes	gene20179	De_novo
Pan_troglodytes	gene6743	Disperse_DNA_duplication
Pan_troglodytes	gene39721	De_novo
Pan_troglodytes	gene19227	Disperse_DNA_duplication
Pan_troglodytes	gene4872	Disperse_DNA_duplication
Pan_troglodytes	gene36167	De_novo
Pan_troglodytes	gene8793	Disperse_DNA_duplication
Pan_troglodytes	gene39767	Disperse_DNA_duplication
Pan_troglodytes	gene40877	De_novo
Pan_troglodytes	gene18310	De_novo
Pan_troglodytes	gene21886	Disperse_DNA_duplication
Pan_troglodytes	gene25485	De_novo
Pan_troglodytes	gene31123	Disperse_DNA_duplication
Pan_troglodytes	gene40526	Disperse_DNA_duplication
Pan_troglodytes	gene40685	Disperse_DNA_duplication
Pan_troglodytes	gene32538	De_novo
Pan_troglodytes	gene29845	Disperse_DNA_duplication
Pan_troglodytes	gene39980	Disperse_DNA_duplication
Pan_troglodytes	gene40596	Disperse_DNA_duplication
Pan_troglodytes	gene40229	Disperse_DNA_duplication
Pan_troglodytes	gene40543	De_novo
Pan_troglodytes	gene40697	Disperse_DNA_duplication
Pan_troglodytes	gene29009	Disperse_DNA_duplication
Pan_troglodytes	gene1835	Disperse_DNA_duplication
Pan_troglodytes	gene40479	De_novo
Pan_troglodytes	gene40478	Disperse_DNA_duplication
Pan_troglodytes	gene39871	De_novo
Pan_troglodytes	gene40003	Disperse_DNA_duplication
Pan_troglodytes	gene40618	Disperse_DNA_duplication
Pan_troglodytes	gene10618	De_novo
Pan_troglodytes	gene8388	Retrotransposed
Pan_troglodytes	gene29959	Disperse_DNA_duplication
Pan_troglodytes	gene38012	Retrotransposed
Pan_troglodytes	gene16075	Disperse_DNA_duplication
Pan_troglodytes	gene12286	Disperse_DNA_duplication
Pan_troglodytes	gene23778	De_novo
Pan_troglodytes	gene5516	Retrotransposed
Pan_troglodytes	gene40094	Disperse_DNA_duplication
Pan_troglodytes	gene32257	Tandem_duplication
Pan_troglodytes	gene39879	Disperse_DNA_duplication
Pan_troglodytes	gene40340	Disperse_DNA_duplication
Pan_troglodytes	gene6139	Retrotransposed
Pan_troglodytes	gene15669	Disperse_DNA_duplication
Pan_troglodytes	gene17771	Disperse_DNA_duplication
Pan_troglodytes	gene11073	Disperse_DNA_duplication
Pan_troglodytes	gene8007	Disperse_DNA_duplication
Pan_troglodytes	gene29727	Disperse_DNA_duplication
Pan_troglodytes	gene29096	Disperse_DNA_duplication
Pan_troglodytes	gene32233	Disperse_DNA_duplication
Pan_troglodytes	gene39766	De_novo
Pan_troglodytes	gene37141	Disperse_DNA_duplication
Pan_troglodytes	gene15229	Retrotransposed
Pan_troglodytes	gene37778	Disperse_DNA_duplication
Pan_troglodytes	gene6541	Disperse_DNA_duplication
Pan_troglodytes	gene29528	Disperse_DNA_duplication
Pan_troglodytes	gene22889	Disperse_DNA_duplication
Pan_troglodytes	gene37058	Disperse_DNA_duplication
Pan_troglodytes	gene16893	Disperse_DNA_duplication
Pan_troglodytes	gene16122	Tandem_duplication
Pan_troglodytes	gene37018	Disperse_DNA_duplication
Pan_troglodytes	gene39131	Disperse_DNA_duplication
Pan_troglodytes	gene12554	Disperse_DNA_duplication
Pan_troglodytes	gene37773	Retrotransposed
Pan_troglodytes	gene40134	Disperse_DNA_duplication
Pan_troglodytes	gene29755	Disperse_DNA_duplication
Pan_troglodytes	gene24201	Disperse_DNA_duplication
Pan_troglodytes	gene40072	Disperse_DNA_duplication
Pan_troglodytes	gene2723	De_novo
Pan_troglodytes	gene29342	Disperse_DNA_duplication
Pan_troglodytes	gene37185	Disperse_DNA_duplication
Pan_troglodytes	gene39961	Disperse_DNA_duplication
Pan_troglodytes	gene23133	Disperse_DNA_duplication
Pan_troglodytes	gene40026	De_novo
Pan_troglodytes	gene13785	Disperse_DNA_duplication
Pan_troglodytes	gene2034	De_novo
Pan_troglodytes	gene40587	Disperse_DNA_duplication
Pan_troglodytes	gene2615	Disperse_DNA_duplication
Pan_troglodytes	gene19680	De_novo
Pan_troglodytes	gene35090	Disperse_DNA_duplication
Pan_troglodytes	gene40932	Disperse_DNA_duplication
Pan_troglodytes	gene17055	Disperse_DNA_duplication
Pan_troglodytes	gene40043	Disperse_DNA_duplication
Pan_troglodytes	gene29728	Disperse_DNA_duplication
Pan_troglodytes	gene39723	De_novo
Pan_troglodytes	gene6358	De_novo
Pan_troglodytes	gene5532	Disperse_DNA_duplication
Pan_troglodytes	gene5381	Disperse_DNA_duplication
Pan_troglodytes	gene23722	Disperse_DNA_duplication
Pan_troglodytes	gene9993	Retrotransposed
Pan_troglodytes	gene14406	De_novo
